0054|Anh ấy vừa mới tốt nghiệp đại học tháng trước.
0055|Bãi biển này nổi tiếng với cát trắng và nước trong.
0056|Buổi hòa nhạc tối qua thực sự rất tuyệt vời.
0057|Các món ăn ở đây đều được chế biến rất tươi ngon.
0058|Chị tôi đang mang thai đứa con đầu lòng.
0059|Chúng tôi đã đặt vé máy bay đi Nhật Bản.
0060|Có một quán ăn nhỏ rất ngon gần nhà tôi.
0061|Cửa hàng đó vừa giảm giá năm mươi phần trăm.
0062|Đêm nay bầu trời đầy sao, thật lãng mạn.
0063|Đội bóng của trường tôi vừa giành chức vô địch.
0064|Em bé mới sinh trông rất đáng yêu.
0065|Gần đây tôi hay bị mất ngủ vào ban đêm.
0066|Hàng xóm nhà tôi nuôi một con chó rất dữ.
0067|Hội chợ sách năm nay có rất nhiều đầu sách hay.
0068|Khách du lịch nước ngoài rất thích ẩm thực Việt Nam.
0069|Kỳ nghỉ hè năm nay tôi dự định về quê thăm ông bà.
0070|Lớp học thêm buổi tối bắt đầu lúc sáu giờ.
0071|Mưa rào bất chợt khiến ai nấy đều ướt sũng.
0072|Món canh chua cá lóc là món tủ của mẹ tôi.
0073|Người bán hàng rong đi qua từng con hẻm nhỏ.
0074|Nhà hàng đó phục vụ rất chu đáo và nhiệt tình.
0075|Những chú chim đang hót líu lo trên cành cây.
0076|Ông lão ngồi câu cá bên bờ sông cả buổi chiều.
0077|Phần lớn sinh viên đều đi làm thêm để trang trải học phí.
0078|Quả xoài này chín mọng và rất ngọt.
0079|Rừng thông ở Đà Lạt tỏa hương thơm dịu nhẹ.
0080|Sau cơn mưa, cầu vồng xuất hiện trên bầu trời.
0081|Số điện thoại của tôi đã thay đổi tuần trước.
0082|Trời đang chuyển lạnh, mọi người nhớ mặc ấm.
0083|Trường đại học đó có chương trình học bổng hấp dẫn.
0084|Tủ lạnh nhà tôi vừa bị hỏng phải sửa gấp.
0085|Ước gì tôi có thể quay lại thời còn đi học.
0086|Vé xem phim cuối tuần thường rất khó mua.
0087|Vịnh Hạ Long là một trong những kỳ quan thiên nhiên.
0088|Xưởng may này sản xuất quần áo xuất khẩu.
0089|Ai cũng bất ngờ trước tin tức đó.
0090|Bên kia sông là một ngôi làng nhỏ yên bình.
0091|Chàng trai ấy đã cầu hôn bạn gái ngay trên sân khấu.
0092|Chiếc đồng hồ cổ này là kỷ vật của ông tôi.
0093|Có lẽ tối nay tôi sẽ ở nhà nấu ăn.
0094|Cơn bão vừa qua gây thiệt hại khá nặng nề.
0095|Đàn cá tung tăng bơi lội trong bể kính.
0096|Điện thoại của tôi hết pin từ lúc nào không hay.
0097|Gạo mùa này được giá nên nông dân rất phấn khởi.
0098|Giọng hát của cô ấy thật trong trẻo và ngọt ngào.
0099|Hai bên đường trồng đầy hoa phượng đỏ rực.
0100|Họp phụ huynh học sinh sẽ diễn ra vào thứ bảy tới.
0101|Không khí trong lành ở vùng núi khiến tôi dễ chịu hẳn.
0102|Kỹ sư phần mềm cần cập nhật kiến thức liên tục.
0103|Lễ hội đèn lồng thu hút rất nhiều du khách.
0104|Mẹ tôi đang chuẩn bị mâm cơm cúng tất niên.
0105|Một vài người vẫn còn ngồi lại quán trò chuyện.
0106|Người phụ nữ ấy đã vượt qua rất nhiều khó khăn.
0107|Nhóm bạn thân của tôi hẹn nhau đi phượt cuối tuần.
0108|Ông bà tôi vẫn giữ thói quen đi bộ mỗi sáng sớm.
0109|Phở là món ăn được nhiều du khách nước ngoài yêu thích.
0110|Quán trà sữa mới mở luôn đông khách xếp hàng.
0111|Sông Hồng chảy qua giữa lòng thành phố Hà Nội.
0112|Trận đấu kết thúc với tỷ số hòa một một.
0113|Tuổi thơ của tôi gắn liền với những cánh diều.
0114|Việc bảo vệ môi trường là trách nhiệm của mọi người.
0115|Xe tải chở hàng bị hư giữa đường cao tốc.
